question,answer
听到猫一直叫叫到我心情很烦躁有点头晕想吐和难受想杀人的感觉有点精神失常,楼主说到听到猫一直叫，心情就很烦躁，有点头晕想吐和难受，甚至有想杀人的感觉，有点精神失常。猫的叫声可能确实会吵到你，但是我想让你烦躁的根源应该不是猫，而是压在你心底的那件事。虽然楼主并没有提及生活中的事情，但是我想你一定遇到过让你感觉到失控或者难以把握的事情，这件事情让你感觉很焦虑，很烦躁，不知道该怎么办。所以才会把这种焦虑转移到生活中的小事情上。建议楼主可以做一些情绪调节的活动，及时察觉自己内在的心理状态，把这件事情解决掉。也可以寻找他人帮助，这也许能够帮助你摆脱这种焦虑感。
"以前我特别特别特别喜欢小动物，但是除了爸爸喜欢，家里人都害怕带毛的动物，也不让养，养的时候妈妈会打骂它，我就护着。后来为了养一只猫跟家里吵架，因为我过敏送人了，从此以后我就讨厌小动物，它们盯着我看或者不听我话我就想打，它们害怕或者大叫我就更想打，伤到我我就想弄死它，欺负完后我又有点心疼以前我很招动物喜欢，现在小动物看见我就跑了（我还是想跟它们亲近的）"",",能体会你这种矛盾的感受，给你一个安慰的抱抱。●你很想和小动物亲近，会心疼它们，好，那你就不要欺负小动物，好好对待他们。●如果你讨厌小动物，内心想欺负它们，控制不住自己，你就不要养动物，不要奢望小动物会和你亲近，接受小动物见到你就跑的事实。●2选1，不纠结，这就行了。相信你一定可以找到自己喜欢的方式与小动物相处。加油。
"年少无知，沉迷网络世界，面对形形色色的诱惑，忽略了生活的其他，陷入了每日的粘腻的状态，难以自拔，也牵制了妈妈的自由，消耗了父母的财产，变成了家里蹲的存在，当母亲在外工作，那时陪伴我的就是网络，日子一天天消逝，身体的健康日益变坏，有天梦中醒来，肠胃抽搐，呕吐不止，终是没有去医院①回想那时，借用一句话，真是“既怕生又怕死”，浑浑噩噩地活着，自杀仿佛就是驱动力，一次雨夜中醒来，自顾自地出门，想找个地埋葬羞耻的自己，在周围走了个圈，感到寒冷了又走回去了。②有了份工作，过上了在公司的管理下的生活。③不时地有这样的困境，躺在床上看着网络小说，从夜晚到天明，会冲动性地泄欲，眼睛胀痛地留下了泪水，头痛昏沉，还在刺激自己，哪怕第二天装作无事人，洗个澡，表示性地忏悔下，过上几天比较平静地生活，痕迹还是留下了，像乞丐浑身污垢，没有希望地伸出手祈求他人的施舍，我的心灵有了明显的污垢，会后悔地去捐款什么的。"",",看你的描述这应该是一种成瘾行为，他满足了你很多的心理上的或情感上的需求。严肃的拒绝其实就是理性的控制和压抑。这种情感的需求是一种心理能量，心理世界的能量和物理世界的能量是一样的，都是守恒的。压抑并不能使这种能量消失，只能是越聚越多，爆发的话，杀伤力会更大。所以解决的方式还是替代补偿，比如悲伤的时候我们会哭，愤怒的时候我们会破坏东西，快乐的时候我们也会找人分享，如果你所有的这些情绪都用色情这一种方式表达。而且这种方式过度使用是有伤害的。所以你要正确的感受自己的情绪，并用合适的方式去表达这些情绪。而不是都用同一种有伤害的方式去表达。一个人之所以不能够正确的感受和表达情绪，可能和早期成长经历相关，比如说家长不能够接纳孩子的负面情绪，不允许孩子做真实的自己，家长没有共情能力等等。如果做不到正确的感受和表达情绪，建议通过咨询解决，要解决背后的原因潜意识的原因，行为才可以改变。
我自己在平常生活中遇到别人的欺负第一时间就会发飙把心情都表露在脸上，事后一个人的时候就会一直指责自己自问“是不是这件事是我做错了”双重折磨下，严重的时候我会用尖锐的东西伤害自己来使自己清醒。跟男朋友吵架的时候有时候气的喘不过气来我会忍不住用拳头打坚硬的地板打的自己手淤青为止。好像这两年出现这种情绪的时候更不能控制自己了？对了，我小学的时候，性格老实，总是受同学欺负也不敢吭声，是否有关联？后来青春期后脾气开始变得暴躁，也许觉得只有发脾气才能保护自己吧。好痛苦,"题主，你好，理解你内心的痛楚，先给你一个温暖的拥抱，从反馈的信息来看，目前在处理不开心、烦恼或者忧愁时，存在情绪化的表达方式，以及存在自我伤害的表现，难能可贵的是，你已经认识到这种做法的不妥之处，主动的寻求帮助，这是一种非常积极的心态。保持乐观，积极面对压力。其实在生活当中，不如意事十之八九，因此，在遇到不开心时，首先，在心里面要认识到，这是一种很正常的心理现象。避免过度的去解读，平常心去面对。接纳已经发生的现实，积极的去应对压力和困惑。调整一下心态，遇见更好的自己。在遇到困难或者问题的时候，大部分的人，内心都有一种焦虑的状态，如果我们保持平常心，在处理事情时，就会变得理性而从容，因此心态的调整，会带来自身的改变。换一种处理问题的方式，换一种心情。题主的表现，在处理负面情绪的问题时，容易把矛头指向自己，自我否定，做出一些自我伤害的表现，这种破坏性的疗愈行为，至少没有学会好好善待自己。可以试着去表达自己的问题，通过语言来倾诉自己的情绪状态，避免过分的压抑和否定，只要你愿意改变，一切皆有可能。我是有去缺点的，但是我不怕。我们每一个人都不是先贤胜者，因此，都会存在这样或者那样的不足，因此，面对自己的问题，要学会接纳和面对，一个并不完美的自己。避免对自己提出完美主义的要求，毕竟，理想中的自己和现实中的自己，还是存在一定的距离，是不能够画上等号的。积极行动，乐观面对。改变情绪的秘诀在于行动。情绪的改善，往往从人际关系的良性互动开始，不妨在生活中多接触一些积极乐观的人，从他们的身上，学习处理负面情绪的方法。群体的智慧，会让你感受到支持的力量，鼓励的力量，请你行动起来吧。希望可以帮助到你。"","
这段时间过的不是很好，感觉到像过山车。有时很疯，有时很失落。疯的时候同宿舍同学说是神经病。不开心时想划一划自己的手臂。,"你好~希望对你有帮助双向情感障碍，也称躁郁症，这是一种又躁狂或轻躁狂发作又有抑郁发作的一类心境障碍。表现:有时情绪低落，对一切都没有兴趣，精力不足，悲观又绝望等等，轻躁狂发作反应敏捷，睡眠减少，精力旺盛，不知疲倦，暴饮暴食，心率加快，注意力不能集中持久，容易受影响，一般人不易觉察。仔细看了你的描述，说这段时间过的不是很好，感觉到像过山车。有时很疯，很失落。抱抱你，因为没有过多的仔细描述，不好作出判断，如果之后还是越大感觉不好，心里不舒服，可以去做专门的心理诊断，帮助你作出进一步的判断，以便能够更好的解决你的困惑。“不开心时想划一划自己的手臂”，但是看到这里，觉得你可能遇到了很难过的事情，让你如此不开心，以至于要伤害自己，肯定很难过。这样的行为有些极端，建议可以尽快去寻求专业人士帮助，以便你能尽量快解决问题，愿你开心~祝好~世界和我爱着你！"","
"本人12岁六年级女生，前天自残用自己的美工刀在手臂上划口子，今天的疤不小心被我妈看见，当时我含含糊糊糊弄过去了，但怕以后再被发现。请问自残哪里不容易被别人发现？""","亲爱的题主你好呀~给你个大大的拥抱，不知道你是遇到什么事情，让你承受这么大的压力，以至于伤害自己，我想你需要的不是想办法怎样避免让家人发现，而是想想爱护自己。1、想想最近的负面情绪是因为什么原因或是什么具体的事件，不妨和家人、老师聊聊你的情绪问题，看看老师和家长有什么解决的办法和建议；2、保护自己，不管是遇到什么困难，都不应该将情绪发泄到自己身上，将自己可能用来伤害自己的美工刀拿开，不要给自己增加刺激；3、用正确的方法调节情绪，比如和朋友聊聊，做一些自己喜欢的事情，外出散步、运动，重新捡起自己的兴趣爱好等。希望你能尽快调整好状态，期待阳光的你~祝好！世界和我爱着你。"","
"大二女，减肥节食暴食后催吐，后来好转戒暴，最近学习压力暴食泻药，真的遭不住了。超过两个多月平均两天一次大剂量泻药【目前是说明书的30倍剂量，从一开始的正常成倍叠加起来的结果】，暴饮暴食让我体重剧增，胃下垂坠胀，嘴巴反酸，脱发，手指褪皮，睡眠心理障碍，嗜睡，不愿意面对自己，低自尊，这感觉真得及其恐怖可怕差劲糟糕，我真的需要帮助！"",","题主，你好！见字如面。阅读着你的经历，能够深刻体会到身体为你分担了大量的负向情绪压力。暴饮暴食，又催吐的难受感觉不是每个人都能经历的一种痛苦体验，你在这种体验里经历着害怕纠结、自我否定、糟糕至极的情绪，已经影响到了自己的学习与生活，真的很心疼你。【希望帮你梳理心理盲区来找到改变的途径】→外在形象审美不能完全代表你个人的存在价值。不知你进入大学后节食减肥的动力来自于哪里，总之用泻药催吐减肥的方式是非常不安全的方式。虽然“爱美之心，人皆有之”，但需要明白一个人的外在不等于自己的全部。即使自己可能有不尽人意的形象偏差，也需要用合理适度、健康安全的方式来进行改进。现在的你由于没有把持好心中的“度”，就会对外在自我形象出现认知扭曲。→对于你谈到由于学习压力带来的暴饮暴食和使用泻药，表现出你个人在疏导自我压力方面存在可能的逃避心理。由于无法面对学习的困境，或者来自于家庭的期待以及可能的同学竞争，用暴饮暴食和使用泻药，来关注自身体重转移对学习的注意力，让自己不用去面对压力的本质来源。→另外，对于泻药剂量的过度依赖，会造成自己在暴饮暴食和腹泻之间的恶性循环，最终形成对于自我否定的认同感。因为觉得自己不够好，所以要对自己更苛求，由过度使用泻药带来的副作用也就变成了内心的自我惩罚。【邀请与建议】①根据你的痛苦状态，非常建议你去专科医院心理科进行神经性进食障碍的评估诊断。根据医生的建议进行药物治疗、身体营养恢复及运动恢复。②建议你在自己的身体状态恢复有好转的前提下寻找专业心理咨询的帮助。对于自己由于过度减肥引发的情绪障碍进行咨询辅导。在咨询师的陪伴下，可以帮助你更好地梳理自己的成长经历中可能存在的自我认同感不足的心结，从而探索深层内心动力，让自己在对外在形象过度关注的魔咒中跳出来，发现自己真正想要追求的生活目标。③无论何时何地，都需要自我调整内心状态，对未来抱有美好的憧憬，让未来的自己帮助当下身处困境的你。学习在人生的风浪中冲浪的能力，让自己找回曾经的自信与阳光。希望我的回答对你有一丝启发与帮助，照顾好自己是你对这个世界最大的贡献，祝好！"","
以前的我不太注重体重随遇而安，但是我工作之后家人给我了很大的压力要求我每天都要瘦，而且我最近开始实习工作压力大，我每天称体重但是体重却不下降我每天控制我的饮食，但我会忍不住暴饮暴食，然后就有罪恶感，我就开始催吐但这仅仅让我瘦了两斤就不在瘦了又开始复胖了我很痛苦不知怎么办我极度自卑怎样可以改善呢,"首先你要明白一点，控制体重在合理范围内是对自己的身体好，并不是为了完成家里的要求或者外人的眼光，先要和自己内心达成这样的共识，不然即使减下来，你也会变得不自信。然后呢，减肥要注重科学，管住嘴迈开腿，两者缺一不可。建议你先适量控制饮食：主食、肉类、蔬菜都得吃，得保证健康需要，减量就可以；奶茶、零食这些就严格不吃，平常喝点白开水就好。运动是一定要的，根据你自身的体能试试，关键是要每天保持一定时间。体能弱就走路，一般不要超一万步，可以快速走，先提升体能；体能还可以就跑步，刚开始十分钟到十五分钟即可。只要运动了出汗了，运动后感觉心情舒爽很重要的一点，不要频繁称体重！你要清楚，运动了控制饮食了，哪怕体重没下去，你的身体也会越来越好，心态也会越来越好，就会变得自信。不然体重就算下来了，面对你的也是一堆健康问题。而且长期运动和合理饮食的人，基本身材不会差到哪里去。"","
我自己在平常生活中遇到别人的欺负第一时间就会发飙把心情都表露在脸上，事后一个人的时候就会一直指责自己自问“是不是这件事是我做错了”双重折磨下，严重的时候我会用尖锐的东西伤害自己来使自己清醒。跟男朋友吵架的时候有时候气的喘不过气来我会忍不住用拳头打坚硬的地板打的自己手淤青为止。好像这两年出现这种情绪的时候更不能控制自己了？对了，我小学的时候，性格老实，总是受同学欺负也不敢吭声，是否有关联？后来青春期后脾气开始变得暴躁，也许觉得只有发脾气才能保护自己吧。好痛苦,"题主，你好，理解你内心的痛楚，先给你一个温暖的拥抱，从反馈的信息来看，目前在处理不开心、烦恼或者忧愁时，存在情绪化的表达方式，以及存在自我伤害的表现，难能可贵的是，你已经认识到这种做法的不妥之处，主动的寻求帮助，这是一种非常积极的心态。保持乐观，积极面对压力。其实在生活当中，不如意事十之八九，因此，在遇到不开心时，首先，在心里面要认识到，这是一种很正常的心理现象。避免过度的去解读，平常心去面对。接纳已经发生的现实，积极的去应对压力和困惑。调整一下心态，遇见更好的自己。在遇到困难或者问题的时候，大部分的人，内心都有一种焦虑的状态，如果我们保持平常心，在处理事情时，就会变得理性而从容，因此心态的调整，会带来自身的改变。换一种处理问题的方式，换一种心情。题主的表现，在处理负面情绪的问题时，容易把矛头指向自己，自我否定，做出一些自我伤害的表现，这种破坏性的疗愈行为，至少没有学会好好善待自己。可以试着去表达自己的问题，通过语言来倾诉自己的情绪状态，避免过分的压抑和否定，只要你愿意改变，一切皆有可能。我是有去缺点的，但是我不怕。我们每一个人都不是先贤胜者，因此，都会存在这样或者那样的不足，因此，面对自己的问题，要学会接纳和面对，一个并不完美的自己。避免对自己提出完美主义的要求，毕竟，理想中的自己和现实中的自己，还是存在一定的距离，是不能够画上等号的。积极行动，乐观面对。改变情绪的秘诀在于行动。情绪的改善，往往从人际关系的良性互动开始，不妨在生活中多接触一些积极乐观的人，从他们的身上，学习处理负面情绪的方法。群体的智慧，会让你感受到支持的力量，鼓励的力量，请你行动起来吧。希望可以帮助到你。"","
很少生气，但是暴怒的时候，就很容易想自残(用头撞墙啥的)怎么办？是不是忍过去就好了。,题主你好抱抱你，我们来聊聊生气的时候控制情绪的问题吧~1、暴怒的时候，你说你会想自残，其实这是你内心不良情绪需要宣泄的一个行为，只是这个行为比较极端，而且对你会造成伤害，因此不建议你这样做。2、情绪是需要及时释放出来的，忍住可能没有从根本上解决问题，你内心可能会很难受；3、在非常愤怒的时候，希望你用一些温和的、正面的宣泄方式调节情绪，可以尝试以下一些方法：不说话，不要做任何事情，在内心默数十秒，同时深呼吸；转换环境，到一个比较安静的地方，坐下来喝杯水或在沙发或床上躺一下；如果还是很生气，你可以捶打你的枕头、被子等软软的物品，允许自己宣泄一下；运动，可以尝试一些需要一定体力的运动，比如说跑步，游泳等，通过付出体力的方式让怒气宣泄出去；.......4、最后，等自己平静下来就要开始去处理问题，不要带着情绪，只处理事情。希望下一次遇到不顺心的事情的时候，你可以控制好自己的情绪，并且不要伤害到自己，希望能够帮助到你~祝好！世界和我爱着你。
15男，躁郁症确诊，感觉自己很疯狂，是极度分裂的？感觉自己是极度分裂的，分为去按别人要求做事的和按照自我冲动和感觉的两部分。下面的讲述照上分为他和我为前提。我很多时候会觉得我的死亡会展现得很美，令我痴狂的美，我的遗体将奉献给需要器官的他人，我可以和他或者她一起看到这世界，那是多美的事情啊。他很理性，对事情的评价都很客观，有积极努力的心态，总是觉得困难总会过去的。我感觉肮脏的苟且的生命死去就能成为奉献给世界是如此美的事情。回看自己写的觉得自己能成为诗人，应该不算很自大吧。,"题主你好！见字如面️对于你描述的事情，我感受到了，你对自己到底是谁很惶恐，到底是现实你，还是虚幻的你，分不清！那什么是躁郁症呢？躁郁症，顾名思义叫做躁狂抑郁症，是以情绪异常的高涨和低落为主要表现的情感障碍，躁郁症也可以称作双相情感障碍（bipolardisorder），这里所说的躁狂，并不是指人的躁动和发狂，而是指人们产生高涨的情绪，以及奔逸的思维、精神运动性兴奋。为什么会有这种现象呢？首先，要剖析你的生长环境，你的成长环境是什么样子的，父母从小的教养方式，以及理念是否统一，是否在长期受到情绪的影响等！其次，童年的某些事情，是不是对你造成了一定的伤害从描述中是看不出你过去发生什么，这种情况要专业咨询师，甚至要一步步剖析寻找彼此症状的原因，然后一步步去改善。最后，你希望自己成为什么样子？也许你具有双向情感障碍，会因心情的好与坏而决策你下一步的事情，那么怎么避免自己做出过激的事情，首先要让自己心情平静，其次不要给自己贴标签，不要觉得自己是躁郁症，就应该心情不断变化，狂躁，最后，建议让父母找专业人，做到及时疏导，同时你是一个孩子，问题出现一定跟家庭脱不了干系，简易做父母的也要学习科学教养理念，做出改变，与你一起共同成长。"","
"难受想哭心里闷的时候就想自残，以前自残可以哭出来，现在自残也没用了，因为下手不够重。主要还是有理智的，但是害怕理智被战胜的时候做出后悔的事""",楼主您好看完你的描述，我觉得非常心疼，每个人都是独一无二的，应该爱惜自己。你可能是遇到什么想不开的事情了，但是，无论是什么事情，都是会过去的。你可以找父母或者是朋友倾诉，让他们帮你分担痛苦。身体是自己的，不要去伤害，要努力战胜不理智，让正确的思想指导自己的行为。
16岁男生高二，最近两年好久没开心过，有时会想死？我从小就不喜欢跟别人说话，有的时候甚至想一些一星期最多跟别人说几句话的问题。不开心的时候经常割腕，在家里也不会跟家人说太多话，我感觉我跟别人交流非常困难。在心情特别低落的时候，有时会想死。现在是高二的学生，感觉每天活着一点劲都没有。,题主你好呀~很抱歉听到你最近情绪比较低落的消息，给你的抱抱鼓励鼓励~1、从小不喜欢说话并不是什么大问题，每个人的性格各有不同，有的人外向，喜欢表达，有的人内敛，喜欢享受宁静，哪一种性格都没有好坏之分。2、但是遇到问题的时候，你还是很需要主动表达和求助的，目的不是要改变你的性格或者你原来比较适应的生活方式，而是让周围的人知道你遇到困难，接收到你求助的信号。即使交流很困难，你也要迈出这一步，起码将你的困扰讲出来。3、看到留言，你情绪低落已经有比较长的一段时间了，不知道造成这样的情绪状况，是因为学习压力还是其他的压力事件呢？如果是没有具体原因的情绪问题，建议你尽快到专科医院做个检查，看看身体方面是否出现了什么问题，及时解决和治疗。4、在你需要帮助的时候，你的家人、朋友、老师都会帮助你的，别担心，为了让自己的生活更加明朗，勇敢地敞开心扉吧~祝好！世界和我爱着你。
"女孩拿着笔用力在手上画，这个女孩有怎样的心理？""每天想哭，但是她不敢哭，她朋友说她缺少爱",用笔用力在手上画，能造成身体的痛感，是一种对内攻击，通过伤害自己来发泄和转移她内心的痛苦情绪。笔和写画，这个物品和行为，是一种书写表达的方式，也许她是想通过这种举动来表达她内心的一些情绪和想法。你说她想哭但不敢哭，她就是在压抑自己的这种负面情绪，不敢表露出来，或许也是不知道怎样表达她的情绪。如果说她缺少爱的话，心里会对爱有种渴望，希望得到别人的关注和爱护。她的这些举动也有可能是想吸引某些人的关注和关怀。但是她不知道怎样表达这种需求，只能用这种有伤害性的方式来表达。不知道她的这种举动是临时性的还是持续了一段时间？问题叙述得太简单，她的心理和行为还需要结合她的背景和具体情境来分析。但是这种行为对身体是有伤害的，还是要多关注她，及时制止她继续下去。祝好～
"内心很矛盾很冲突，自己都接纳不了自己，停不下来？，这种感受非常折磨，比如我很怨恨妈妈，讨厌她，又觉得自己不该讨厌她，因为她是母亲，我不能讨厌自己的母亲。可是她对我的伤害太多了，即使我知道她的牺牲，她爱我的方式，她什么都没有也经常想着给我寄食物，即使我其实根本不需要这些。又觉得我不该不需要，我怎么可以不需要呢，这是她对我的爱啊。想到这里我就更郁闷了，很难受很不开心。自己这么多不开心，甚至害怕平台上的人厌烦，你怎么那么多事呢，怎么这么烦呢，哎。越表达越觉得自己很自私，把那么多负面能量都给了这里，想起来就很愧疚。自己是个很矛盾的人，想对朋友好，朋友接受了又不爽觉得你该和我客气下呢，也知道自己不该有这个想法，哎觉得自己真的很糟糕，哎，我怎么可以这么说自己呢，我不该这么说自己。给老板提出意见，老板说可以，我会想我要不要回复呢，回吧不知道怎么说，不回吧又很害怕不给别人回应别人会难受。逼疯自己，停不下来…"",","题主好！我想说你可以抱怨，你可以憎恨的，你也可以不原谅你妈妈的。你内心有很多想做的事情，但是没有做过，就会很好奇，很想去做的欲望。我们都会在本我和超我之间轮流切换，你知道吗？我们都有3个脑和10个我的。我女儿有时候会讲脏话，什么屎屁尿之类的，于是我跟她一起讲，一起去玩。因为我们越打压，就像弹簧一样，累计到一定程度，反弹越大，就会越失控。所以我都会让她的小恶魔出来，等她讲到不讲了，我再跟她说，在家里，在妈妈这里说什么都可以，但是对着长辈，对着老师和同学，这些话语会视为不雅，和攻击他人的事，别人会不开心的。当我这样做孩子就知道她没有错，只是合适的时间合适的场合最合适的事而已。所以亲爱的，你也可以找一个安全的地方，把你的不满可以通过打枕头的方式，可以通过大骂的方式，把你心里想说，想做的事情全部在安全的地方，都发泄出来。很多人都会说大哭一场后，突然清醒了。其实这就是疏通情绪的作用。压抑自己会越来难受，如果可以的话，在当地找心理咨询师，可以帮助你做情绪的疏通，其实心情平和了，理性就会回归，你就会很清楚自己要做什么了。加油世界和我爱着你！"","
